,Year,Geography,GeographyType,Indicator,Value,ValueType
7485,2020,Marion,County,Hydrocodone,14843,Count
7486,2020,Marion,County,Oxycodone,11187,Count
7487,2020,Marion,County,Tramadol,4938,Count
7506,2020,Marshall,County,All Benzodiazepines,15655,Count
7507,2020,Marshall,County,Alprazolam,7005,Count
7508,2020,Marshall,County,Clonazepam,3236,Count
7509,2020,Marshall,County,Diazepam,1788,Count
7510,2020,Marshall,County,Lorazepam,2617,Count
7511,2020,Marshall,County,All Opioids for Pain,31885,Count
7512,2020,Marshall,County,Hydrocodone,12583,Count
7513,2020,Marshall,County,Oxycodone,11794,Count
7514,2020,Marshall,County,Tramadol,4426,Count
7533,2020,Maury,County,All Benzodiazepines,41075,Count
7534,2020,Maury,County,Alprazolam,17185,Count
7535,2020,Maury,County,Clonazepam,9530,Count
7536,2020,Maury,County,Diazepam,5129,Count
7537,2020,Maury,County,Lorazepam,6362,Count
7538,2020,Maury,County,All Opioids for Pain,72455,Count
7539,2020,Maury,County,Hydrocodone,28966,Count
7540,2020,Maury,County,Oxycodone,24121,Count
7541,2020,Maury,County,Tramadol,11642,Count
7560,2020,McMinn,County,All Benzodiazepines,38854,Count
7561,2020,McMinn,County,Alprazolam,22121,Count
7562,2020,McMinn,County,Clonazepam,6138,Count
7563,2020,McMinn,County,Diazepam,3331,Count
7564,2020,McMinn,County,Lorazepam,4992,Count
7565,2020,McMinn,County,All Opioids for Pain,59154,Count
7566,2020,McMinn,County,Hydrocodone,24859,Count
7567,2020,McMinn,County,Oxycodone,20300,Count
7568,2020,McMinn,County,Tramadol,7871,Count
7587,2020,McNairy,County,All Benzodiazepines,19244,Count
7588,2020,McNairy,County,Alprazolam,10023,Count
7589,2020,McNairy,County,Clonazepam,3904,Count
7590,2020,McNairy,County,Diazepam,1452,Count
7591,2020,McNairy,County,Lorazepam,2652,Count
7592,2020,McNairy,County,All Opioids for Pain,29776,Count
7593,2020,McNairy,County,Hydrocodone,16063,Count
7594,2020,McNairy,County,Oxycodone,5515,Count
7595,2020,McNairy,County,Tramadol,4927,Count
7614,2020,Meigs,County,All Benzodiazepines,8312,Count
7615,2020,Meigs,County,Alprazolam,4535,Count
7616,2020,Meigs,County,Clonazepam,1290,Count
7617,2020,Meigs,County,Diazepam,711,Count
7618,2020,Meigs,County,Lorazepam,1166,Count
7619,2020,Meigs,County,All Opioids for Pain,15232,Count
7620,2020,Meigs,County,Hydrocodone,7003,Count
7621,2020,Meigs,County,Oxycodone,4861,Count
7622,2020,Meigs,County,Tramadol,1840,Count
7695,2020,Monroe,County,All Benzodiazepines,26533,Count
7696,2020,Monroe,County,Alprazolam,10479,Count
7697,2020,Monroe,County,Clonazepam,7851,Count
7698,2020,Monroe,County,Diazepam,2547,Count
7699,2020,Monroe,County,Lorazepam,4210,Count
7700,2020,Monroe,County,All Opioids for Pain,47925,Count
7701,2020,Monroe,County,Hydrocodone,21851,Count
7702,2020,Monroe,County,Oxycodone,14742,Count
7703,2020,Monroe,County,Tramadol,6644,Count
7722,2020,Montgomery,County,All Benzodiazepines,54808,Count
7723,2020,Montgomery,County,Alprazolam,21366,Count
7724,2020,Montgomery,County,Clonazepam,12091,Count
7725,2020,Montgomery,County,Diazepam,7676,Count
7726,2020,Montgomery,County,Lorazepam,9318,Count
7727,2020,Montgomery,County,All Opioids for Pain,115073,Count
7728,2020,Montgomery,County,Hydrocodone,46610,Count
7729,2020,Montgomery,County,Oxycodone,40477,Count
7730,2020,Montgomery,County,Tramadol,14310,Count
7749,2020,Moore,County,All Benzodiazepines,2938,Count
7750,2020,Moore,County,Alprazolam,1475,Count
7751,2020,Moore,County,Clonazepam,508,Count
7752,2020,Moore,County,Diazepam,233,Count
7753,2020,Moore,County,Lorazepam,491,Count
7754,2020,Moore,County,All Opioids for Pain,5816,Count
7755,2020,Moore,County,Hydrocodone,2507,Count
7756,2020,Moore,County,Oxycodone,1941,Count
7757,2020,Moore,County,Tramadol,729,Count
7776,2020,Morgan,County,All Benzodiazepines,8194,Count
7777,2020,Morgan,County,Alprazolam,2757,Count
7778,2020,Morgan,County,Clonazepam,2004,Count
7779,2020,Morgan,County,Diazepam,888,Count
7780,2020,Morgan,County,Lorazepam,1820,Count
7781,2020,Morgan,County,All Opioids for Pain,23100,Count
7782,2020,Morgan,County,Hydrocodone,7289,Count
7783,2020,Morgan,County,Oxycodone,11112,Count
7784,2020,Morgan,County,Tramadol,2439,Count
7857,2020,Obion,County,All Benzodiazepines,18250,Count
7858,2020,Obion,County,Alprazolam,7654,Count
7859,2020,Obion,County,Clonazepam,3158,Count
7860,2020,Obion,County,Diazepam,1513,Count
7861,2020,Obion,County,Lorazepam,4005,Count
7862,2020,Obion,County,All Opioids for Pain,31650,Count
7863,2020,Obion,County,Hydrocodone,16621,Count
7864,2020,Obion,County,Oxycodone,7850,Count
7865,2020,Obion,County,Tramadol,4099,Count
7884,2020,Overton,County,All Benzodiazepines,12369,Count
7885,2020,Overton,County,Alprazolam,3687,Count
7886,2020,Overton,County,Clonazepam,4353,Count
7887,2020,Overton,County,Diazepam,1376,Count
7888,2020,Overton,County,Lorazepam,2357,Count
7889,2020,Overton,County,All Opioids for Pain,22551,Count
7890,2020,Overton,County,Hydrocodone,7371,Count
7891,2020,Overton,County,Oxycodone,9670,Count
7892,2020,Overton,County,Tramadol,2599,Count
7911,2020,Perry,County,All Benzodiazepines,4579,Count
7912,2020,Perry,County,Alprazolam,1880,Count
7913,2020,Perry,County,Clonazepam,994,Count
7914,2020,Perry,County,Diazepam,760,Count
7915,2020,Perry,County,Lorazepam,797,Count
7916,2020,Perry,County,All Opioids for Pain,10623,Count
7917,2020,Perry,County,Hydrocodone,5146,Count
7918,2020,Perry,County,Oxycodone,2939,Count
7919,2020,Perry,County,Tramadol,1447,Count
7938,2020,Pickett,County,All Benzodiazepines,2249,Count
7939,2020,Pickett,County,Alprazolam,648,Count
7940,2020,Pickett,County,Clonazepam,771,Count
7941,2020,Pickett,County,Diazepam,284,Count
7942,2020,Pickett,County,Lorazepam,393,Count
7943,2020,Pickett,County,All Opioids for Pain,4581,Count
7944,2020,Pickett,County,Hydrocodone,1562,Count
7945,2020,Pickett,County,Oxycodone,1967,Count
7946,2020,Pickett,County,Tramadol,586,Count
7965,2020,Polk,County,All Benzodiazepines,11291,Count
7966,2020,Polk,County,Alprazolam,6095,Count
7967,2020,Polk,County,Clonazepam,1659,Count
7968,2020,Polk,County,Diazepam,1101,Count
7969,2020,Polk,County,Lorazepam,1735,Count
7970,2020,Polk,County,All Opioids for Pain,19942,Count
7971,2020,Polk,County,Hydrocodone,8951,Count
7972,2020,Polk,County,Oxycodone,6057,Count
7973,2020,Polk,County,Tramadol,2706,Count
7992,2020,Putnam,County,All Benzodiazepines,36798,Count
7993,2020,Putnam,County,Alprazolam,12550,Count
7994,2020,Putnam,County,Clonazepam,10165,Count
7995,2020,Putnam,County,Diazepam,4708,Count
7996,2020,Putnam,County,Lorazepam,6977,Count
7997,2020,Putnam,County,All Opioids for Pain,59585,Count
7998,2020,Putnam,County,Hydrocodone,21319,Count
7999,2020,Putnam,County,Oxycodone,22794,Count
8000,2020,Putnam,County,Tramadol,8602,Count
8019,2020,Rhea,County,All Benzodiazepines,17326,Count
8020,2020,Rhea,County,Alprazolam,7651,Count
8021,2020,Rhea,County,Clonazepam,2998,Count
8022,2020,Rhea,County,Diazepam,1989,Count
8023,2020,Rhea,County,Lorazepam,3242,Count
8024,2020,Rhea,County,All Opioids for Pain,40005,Count
8025,2020,Rhea,County,Hydrocodone,17725,Count
8026,2020,Rhea,County,Oxycodone,11850,Count
8027,2020,Rhea,County,Tramadol,5418,Count
8046,2020,Roane,County,All Benzodiazepines,28192,Count
8047,2020,Roane,County,Alprazolam,11760,Count
8048,2020,Roane,County,Clonazepam,6398,Count
8049,2020,Roane,County,Diazepam,2778,Count
8050,2020,Roane,County,Lorazepam,5428,Count
8051,2020,Roane,County,All Opioids for Pain,54551,Count
8052,2020,Roane,County,Hydrocodone,21343,Count
8053,2020,Roane,County,Oxycodone,20141,Count
8054,2020,Roane,County,Tramadol,6675,Count
8073,2020,Robertson,County,All Benzodiazepines,34209,Count
8074,2020,Robertson,County,Alprazolam,14793,Count
8075,2020,Robertson,County,Clonazepam,7402,Count
8076,2020,Robertson,County,Diazepam,4001,Count
8077,2020,Robertson,County,Lorazepam,5077,Count
8078,2020,Robertson,County,All Opioids for Pain,59172,Count
8079,2020,Robertson,County,Hydrocodone,24043,Count
8080,2020,Robertson,County,Oxycodone,19743,Count
8081,2020,Robertson,County,Tramadol,8378,Count
8100,2020,Rutherford,County,All Benzodiazepines,104159,Count
8101,2020,Rutherford,County,Alprazolam,39081,Count
8102,2020,Rutherford,County,Clonazepam,24317,Count
8103,2020,Rutherford,County,Diazepam,15178,Count
8104,2020,Rutherford,County,Lorazepam,17648,Count
8105,2020,Rutherford,County,All Opioids for Pain,193359,Count
8106,2020,Rutherford,County,Hydrocodone,75902,Count
8107,2020,Rutherford,County,Oxycodone,68661,Count
8108,2020,Rutherford,County,Tramadol,25821,Count
8127,2020,Scott,County,All Benzodiazepines,10761,Count
8128,2020,Scott,County,Alprazolam,3839,Count
8129,2020,Scott,County,Clonazepam,2627,Count
8130,2020,Scott,County,Diazepam,1043,Count
8131,2020,Scott,County,Lorazepam,2588,Count
8132,2020,Scott,County,All Opioids for Pain,22008,Count
8133,2020,Scott,County,Hydrocodone,9138,Count
8134,2020,Scott,County,Oxycodone,8614,Count
8135,2020,Scott,County,Tramadol,2752,Count
8154,2020,Sequatchie,County,All Benzodiazepines,8004,Count
8155,2020,Sequatchie,County,Alprazolam,2615,Count
8156,2020,Sequatchie,County,Clonazepam,1972,Count
8157,2020,Sequatchie,County,Diazepam,1124,Count
8158,2020,Sequatchie,County,Lorazepam,1546,Count
8159,2020,Sequatchie,County,All Opioids for Pain,17204,Count
8160,2020,Sequatchie,County,Hydrocodone,7406,Count
8161,2020,Sequatchie,County,Oxycodone,5325,Count
8162,2020,Sequatchie,County,Tramadol,2746,Count
8181,2020,Sevier,County,All Benzodiazepines,43738,Count
8182,2020,Sevier,County,Alprazolam,15397,Count
8183,2020,Sevier,County,Clonazepam,12245,Count
8184,2020,Sevier,County,Diazepam,6440,Count
8185,2020,Sevier,County,Lorazepam,6908,Count
8186,2020,Sevier,County,All Opioids for Pain,69021,Count
8187,2020,Sevier,County,Hydrocodone,28005,Count
8188,2020,Sevier,County,Oxycodone,19931,Count
8189,2020,Sevier,County,Tramadol,12709,Count
8208,2020,Shelby,County,All Benzodiazepines,269910,Count
8209,2020,Shelby,County,Alprazolam,125452,Count
8210,2020,Shelby,County,Clonazepam,53419,Count
8211,2020,Shelby,County,Diazepam,25504,Count
8212,2020,Shelby,County,Lorazepam,44523,Count
8213,2020,Shelby,County,All Opioids for Pain,440402,Count
8214,2020,Shelby,County,Hydrocodone,185656,Count
8215,2020,Shelby,County,Oxycodone,131150,Count
8216,2020,Shelby,County,Tramadol,72807,Count
8235,2020,Smith,County,All Benzodiazepines,12478,Count
8236,2020,Smith,County,Alprazolam,5722,Count
8237,2020,Smith,County,Clonazepam,2227,Count
8238,2020,Smith,County,Diazepam,2065,Count
8239,2020,Smith,County,Lorazepam,1771,Count
8240,2020,Smith,County,All Opioids for Pain,19751,Count
8241,2020,Smith,County,Hydrocodone,8317,Count
8242,2020,Smith,County,Oxycodone,7773,Count
8243,2020,Smith,County,Tramadol,1886,Count
8316,2020,Stewart,County,All Benzodiazepines,6546,Count
8317,2020,Stewart,County,Alprazolam,2973,Count
8318,2020,Stewart,County,Clonazepam,849,Count
8319,2020,Stewart,County,Diazepam,839,Count
8320,2020,Stewart,County,Lorazepam,1483,Count
8321,2020,Stewart,County,All Opioids for Pain,12710,Count
8322,2020,Stewart,County,Hydrocodone,5378,Count
8323,2020,Stewart,County,Oxycodone,4275,Count
8324,2020,Stewart,County,Tramadol,1649,Count
8343,2020,Sullivan,County,All Benzodiazepines,100421,Count
8344,2020,Sullivan,County,Alprazolam,36113,Count
8345,2020,Sullivan,County,Clonazepam,31308,Count
8346,2020,Sullivan,County,Diazepam,9814,Count
8347,2020,Sullivan,County,Lorazepam,18797,Count
8348,2020,Sullivan,County,All Opioids for Pain,146813,Count
8349,2020,Sullivan,County,Hydrocodone,59253,Count
8350,2020,Sullivan,County,Oxycodone,50130,Count
8351,2020,Sullivan,County,Tramadol,23360,Count
8397,2020,Sumner,County,All Benzodiazepines,79807,Count
8398,2020,Sumner,County,Alprazolam,31577,Count
8399,2020,Sumner,County,Clonazepam,18582,Count
8400,2020,Sumner,County,Diazepam,9411,Count
8401,2020,Sumner,County,Lorazepam,13058,Count
8402,2020,Sumner,County,All Opioids for Pain,138298,Count
8403,2020,Sumner,County,Hydrocodone,55447,Count
8404,2020,Sumner,County,Oxycodone,46237,Count
8405,2020,Sumner,County,Tramadol,20909,Count
8451,2020,Tipton,County,All Benzodiazepines,31027,Count
8452,2020,Tipton,County,Alprazolam,15487,Count
8453,2020,Tipton,County,Clonazepam,6892,Count
8454,2020,Tipton,County,Diazepam,2763,Count
8455,2020,Tipton,County,Lorazepam,3857,Count
8456,2020,Tipton,County,All Opioids for Pain,48729,Count
8457,2020,Tipton,County,Hydrocodone,23024,Count
8458,2020,Tipton,County,Oxycodone,13753,Count
8459,2020,Tipton,County,Tramadol,7091,Count
8478,2020,Trousdale,County,All Benzodiazepines,4767,Count
8479,2020,Trousdale,County,Alprazolam,2204,Count
8480,2020,Trousdale,County,Clonazepam,868,Count
8481,2020,Trousdale,County,Diazepam,565,Count
8482,2020,Trousdale,County,Lorazepam,842,Count
8483,2020,Trousdale,County,All Opioids for Pain,9699,Count
8484,2020,Trousdale,County,Hydrocodone,4502,Count
8485,2020,Trousdale,County,Oxycodone,3550,Count
8486,2020,Trousdale,County,Tramadol,965,Count
8505,2020,Unicoi,County,All Benzodiazepines,17151,Count
8506,2020,Unicoi,County,Alprazolam,5852,Count
8507,2020,Unicoi,County,Clonazepam,4951,Count
8508,2020,Unicoi,County,Diazepam,2307,Count
8509,2020,Unicoi,County,Lorazepam,3128,Count
8510,2020,Unicoi,County,All Opioids for Pain,23832,Count
8511,2020,Unicoi,County,Hydrocodone,10318,Count
8512,2020,Unicoi,County,Oxycodone,6929,Count
8513,2020,Unicoi,County,Tramadol,4490,Count
8532,2020,Union,County,All Benzodiazepines,9779,Count
8533,2020,Union,County,Alprazolam,4575,Count
8534,2020,Union,County,Clonazepam,1877,Count
8535,2020,Union,County,Diazepam,1234,Count
8536,2020,Union,County,Lorazepam,1511,Count
8537,2020,Union,County,All Opioids for Pain,18966,Count
8538,2020,Union,County,Hydrocodone,7284,Count
8539,2020,Union,County,Oxycodone,6622,Count
8540,2020,Union,County,Tramadol,2625,Count
8586,2020,Van Buren,County,All Benzodiazepines,4239,Count
8587,2020,Van Buren,County,Alprazolam,1526,Count
8588,2020,Van Buren,County,Clonazepam,902,Count
8589,2020,Van Buren,County,Diazepam,578,Count
8590,2020,Van Buren,County,Lorazepam,1098,Count
8591,2020,Van Buren,County,All Opioids for Pain,6011,Count
8592,2020,Van Buren,County,Hydrocodone,2738,Count
8593,2020,Van Buren,County,Oxycodone,1740,Count
8594,2020,Van Buren,County,Tramadol,773,Count
8613,2020,Warren,County,All Benzodiazepines,26238,Count
8614,2020,Warren,County,Alprazolam,11428,Count
8615,2020,Warren,County,Clonazepam,5123,Count
8616,2020,Warren,County,Diazepam,3288,Count
8617,2020,Warren,County,Lorazepam,4998,Count
8618,2020,Warren,County,All Opioids for Pain,42508,Count
8619,2020,Warren,County,Hydrocodone,19713,Count
8620,2020,Warren,County,Oxycodone,13409,Count
8621,2020,Warren,County,Tramadol,4668,Count
8640,2020,Washington,County,All Benzodiazepines,81159,Count
8641,2020,Washington,County,Alprazolam,29255,Count
8642,2020,Washington,County,Clonazepam,26373,Count
8643,2020,Washington,County,Diazepam,9206,Count
8644,2020,Washington,County,Lorazepam,12236,Count
8645,2020,Washington,County,All Opioids for Pain,105726,Count
8646,2020,Washington,County,Hydrocodone,43212,Count
8647,2020,Washington,County,Oxycodone,32551,Count
8648,2020,Washington,County,Tramadol,19534,Count
8667,2020,Wayne,County,All Benzodiazepines,10050,Count
8668,2020,Wayne,County,Alprazolam,3284,Count
8669,2020,Wayne,County,Clonazepam,2067,Count
8670,2020,Wayne,County,Diazepam,1182,Count
8671,2020,Wayne,County,Lorazepam,2511,Count
8672,2020,Wayne,County,All Opioids for Pain,19559,Count
8673,2020,Wayne,County,Hydrocodone,10534,Count
8674,2020,Wayne,County,Oxycodone,5152,Count
8675,2020,Wayne,County,Tramadol,2492,Count
8694,2020,Weakley,County,All Benzodiazepines,19555,Count
8695,2020,Weakley,County,Alprazolam,8246,Count
8696,2020,Weakley,County,Clonazepam,3541,Count
8697,2020,Weakley,County,Diazepam,1912,Count
8698,2020,Weakley,County,Lorazepam,4473,Count
8699,2020,Weakley,County,All Opioids for Pain,32426,Count
8700,2020,Weakley,County,Hydrocodone,17481,Count
8701,2020,Weakley,County,Oxycodone,7230,Count
8702,2020,Weakley,County,Tramadol,4592,Count
8748,2020,White,County,All Benzodiazepines,12717,Count
8749,2020,White,County,Alprazolam,4497,Count
8750,2020,White,County,Clonazepam,2881,Count
8751,2020,White,County,Diazepam,1836,Count
8752,2020,White,County,Lorazepam,2760,Count
8753,2020,White,County,All Opioids for Pain,24839,Count
8754,2020,White,County,Hydrocodone,9521,Count
8755,2020,White,County,Oxycodone,8914,Count
8756,2020,White,County,Tramadol,3569,Count
8775,2020,Williamson,County,All Benzodiazepines,79594,Count
8776,2020,Williamson,County,Alprazolam,31377,Count
8777,2020,Williamson,County,Clonazepam,18251,Count
8778,2020,Williamson,County,Diazepam,9390,Count
8779,2020,Williamson,County,Lorazepam,14528,Count
8780,2020,Williamson,County,All Opioids for Pain,94683,Count
8781,2020,Williamson,County,Hydrocodone,38416,Count
8782,2020,Williamson,County,Oxycodone,27731,Count
8783,2020,Williamson,County,Tramadol,17509,Count
8802,2020,Wilson,County,All Benzodiazepines,59757,Count
8803,2020,Wilson,County,Alprazolam,24136,Count
8804,2020,Wilson,County,Clonazepam,13263,Count
8805,2020,Wilson,County,Diazepam,7970,Count
8806,2020,Wilson,County,Lorazepam,9673,Count
8807,2020,Wilson,County,All Opioids for Pain,98778,Count
8808,2020,Wilson,County,Hydrocodone,40772,Count
8809,2020,Wilson,County,Oxycodone,32298,Count
8810,2020,Wilson,County,Tramadol,15299,Count
8829,2021,Anderson,County,All Benzodiazepines,37163,Count
8830,2021,Anderson,County,Alprazolam,12906,Count
8831,2021,Anderson,County,Clonazepam,9475,Count
8832,2021,Anderson,County,Diazepam,4026,Count
8833,2021,Anderson,County,Lorazepam,7679,Count
8834,2021,Anderson,County,All Opioids for Pain,67097,Count
8835,2021,Anderson,County,Hydrocodone,25383,Count
8836,2021,Anderson,County,Oxycodone,25056,Count
8837,2021,Anderson,County,Tramadol,9492,Count
8856,2021,Bedford,County,All Benzodiazepines,19358,Count
8857,2021,Bedford,County,Alprazolam,9771,Count
8858,2021,Bedford,County,Clonazepam,3259,Count
8859,2021,Bedford,County,Diazepam,2391,Count
8860,2021,Bedford,County,Lorazepam,2523,Count
8861,2021,Bedford,County,All Opioids for Pain,35769,Count
8862,2021,Bedford,County,Hydrocodone,15145,Count
8863,2021,Bedford,County,Oxycodone,11895,Count
8864,2021,Bedford,County,Tramadol,5242,Count
8883,2021,Benton,County,All Benzodiazepines,10659,Count
8884,2021,Benton,County,Alprazolam,5607,Count
8885,2021,Benton,County,Clonazepam,1655,Count
8886,2021,Benton,County,Diazepam,1289,Count
8887,2021,Benton,County,Lorazepam,1220,Count
8888,2021,Benton,County,All Opioids for Pain,17718,Count
8889,2021,Benton,County,Hydrocodone,8235,Count
8890,2021,Benton,County,Oxycodone,4953,Count
8891,2021,Benton,County,Tramadol,2518,Count
8910,2021,Bledsoe,County,All Benzodiazepines,7086,Count
8911,2021,Bledsoe,County,Alprazolam,3068,Count
8912,2021,Bledsoe,County,Clonazepam,1225,Count
8913,2021,Bledsoe,County,Diazepam,1057,Count
8914,2021,Bledsoe,County,Lorazepam,1299,Count
8915,2021,Bledsoe,County,All Opioids for Pain,15207,Count
8916,2021,Bledsoe,County,Hydrocodone,6416,Count
8917,2021,Bledsoe,County,Oxycodone,5116,Count
8918,2021,Bledsoe,County,Tramadol,1924,Count
8937,2021,Blount,County,All Benzodiazepines,56434,Count
8938,2021,Blount,County,Alprazolam,20283,Count
8939,2021,Blount,County,Clonazepam,14053,Count
8940,2021,Blount,County,Diazepam,6933,Count
8941,2021,Blount,County,Lorazepam,10055,Count
8942,2021,Blount,County,All Opioids for Pain,92967,Count
8943,2021,Blount,County,Hydrocodone,35892,Count
8944,2021,Blount,County,Oxycodone,29112,Count
8945,2021,Blount,County,Tramadol,16597,Count
8964,2021,Bradley,County,All Benzodiazepines,58443,Count
8965,2021,Bradley,County,Alprazolam,28565,Count
8966,2021,Bradley,County,Clonazepam,10732,Count
8967,2021,Bradley,County,Diazepam,5298,Count
8968,2021,Bradley,County,Lorazepam,10313,Count
8969,2021,Bradley,County,All Opioids for Pain,85222,Count
8970,2021,Bradley,County,Hydrocodone,37624,Count
8971,2021,Bradley,County,Oxycodone,24675,Count
8972,2021,Bradley,County,Tramadol,14083,Count
8991,2021,Campbell,County,All Benzodiazepines,21304,Count
8992,2021,Campbell,County,Alprazolam,7810,Count
8993,2021,Campbell,County,Clonazepam,5697,Count
8994,2021,Campbell,County,Diazepam,1942,Count
8995,2021,Campbell,County,Lorazepam,4899,Count
8996,2021,Campbell,County,All Opioids for Pain,39926,Count
8997,2021,Campbell,County,Hydrocodone,14067,Count
8998,2021,Campbell,County,Oxycodone,17005,Count
8999,2021,Campbell,County,Tramadol,4415,Count
9018,2021,Cannon,County,All Benzodiazepines,8520,Count
9019,2021,Cannon,County,Alprazolam,3887,Count
9020,2021,Cannon,County,Clonazepam,1760,Count
9021,2021,Cannon,County,Diazepam,1070,Count
9022,2021,Cannon,County,Lorazepam,1262,Count
9023,2021,Cannon,County,All Opioids for Pain,14542,Count
9024,2021,Cannon,County,Hydrocodone,5956,Count
9025,2021,Cannon,County,Oxycodone,5477,Count
9026,2021,Cannon,County,Tramadol,1471,Count
9045,2021,Carroll,County,All Benzodiazepines,16972,Count
9046,2021,Carroll,County,Alprazolam,8161,Count
9047,2021,Carroll,County,Clonazepam,3567,Count
9048,2021,Carroll,County,Diazepam,1568,Count
9049,2021,Carroll,County,Lorazepam,2685,Count
9050,2021,Carroll,County,All Opioids for Pain,28431,Count
9051,2021,Carroll,County,Hydrocodone,15128,Count
9052,2021,Carroll,County,Oxycodone,6027,Count
9053,2021,Carroll,County,Tramadol,4379,Count
9072,2021,Carter,County,All Benzodiazepines,40643,Count
9073,2021,Carter,County,Alprazolam,14050,Count
9074,2021,Carter,County,Clonazepam,14196,Count
9075,2021,Carter,County,Diazepam,4739,Count
9076,2021,Carter,County,Lorazepam,6190,Count
9077,2021,Carter,County,All Opioids for Pain,52038,Count
9078,2021,Carter,County,Hydrocodone,20269,Count
9079,2021,Carter,County,Oxycodone,16974,Count
9080,2021,Carter,County,Tramadol,9723,Count
9126,2021,Cheatham,County,All Benzodiazepines,20610,Count
9127,2021,Cheatham,County,Alprazolam,8027,Count
9128,2021,Cheatham,County,Clonazepam,5097,Count
9129,2021,Cheatham,County,Diazepam,3345,Count
9130,2021,Cheatham,County,Lorazepam,2938,Count
9131,2021,Cheatham,County,All Opioids for Pain,33536,Count
9132,2021,Cheatham,County,Hydrocodone,13051,Count
9133,2021,Cheatham,County,Oxycodone,11904,Count
9134,2021,Cheatham,County,Tramadol,5008,Count
9153,2021,Chester,County,All Benzodiazepines,9622,Count
9154,2021,Chester,County,Alprazolam,5576,Count
9155,2021,Chester,County,Clonazepam,1846,Count
9156,2021,Chester,County,Diazepam,751,Count
9157,2021,Chester,County,Lorazepam,1033,Count
9158,2021,Chester,County,All Opioids for Pain,14477,Count
9159,2021,Chester,County,Hydrocodone,6913,Count
9160,2021,Chester,County,Oxycodone,3587,Count
9161,2021,Chester,County,Tramadol,2346,Count
9180,2021,Claiborne,County,All Benzodiazepines,18936,Count
9181,2021,Claiborne,County,Alprazolam,8213,Count
9182,2021,Claiborne,County,Clonazepam,4098,Count
9183,2021,Claiborne,County,Diazepam,2862,Count
9184,2021,Claiborne,County,Lorazepam,3155,Count
9185,2021,Claiborne,County,All Opioids for Pain,35575,Count
9186,2021,Claiborne,County,Hydrocodone,18628,Count
9187,2021,Claiborne,County,Oxycodone,8165,Count
9188,2021,Claiborne,County,Tramadol,4723,Count
9207,2021,Clay,County,All Benzodiazepines,3241,Count
9208,2021,Clay,County,Alprazolam,1116,Count
9209,2021,Clay,County,Clonazepam,785,Count
9210,2021,Clay,County,Diazepam,527,Count
9211,2021,Clay,County,Lorazepam,674,Count
9212,2021,Clay,County,All Opioids for Pain,8062,Count
9213,2021,Clay,County,Hydrocodone,2766,Count
9214,2021,Clay,County,Oxycodone,3781,Count
9215,2021,Clay,County,Tramadol,743,Count
9234,2021,Cocke,County,All Benzodiazepines,20811,Count
9235,2021,Cocke,County,Alprazolam,8116,Count
9236,2021,Cocke,County,Clonazepam,5400,Count
9237,2021,Cocke,County,Diazepam,3154,Count
9238,2021,Cocke,County,Lorazepam,2917,Count
9239,2021,Cocke,County,All Opioids for Pain,42569,Count
9240,2021,Cocke,County,Hydrocodone,19920,Count
9241,2021,Cocke,County,Oxycodone,13855,Count
9242,2021,Cocke,County,Tramadol,4415,Count
9261,2021,Coffee,County,All Benzodiazepines,32431,Count
9262,2021,Coffee,County,Alprazolam,15189,Count
9263,2021,Coffee,County,Clonazepam,6244,Count
9264,2021,Coffee,County,Diazepam,3589,Count
9265,2021,Coffee,County,Lorazepam,5720,Count
9266,2021,Coffee,County,All Opioids for Pain,52971,Count
9267,2021,Coffee,County,Hydrocodone,20872,Count
9268,2021,Coffee,County,Oxycodone,19722,Count
9269,2021,Coffee,County,Tramadol,6440,Count
9288,2021,Crockett,County,All Benzodiazepines,10974,Count
9289,2021,Crockett,County,Alprazolam,6792,Count
9290,2021,Crockett,County,Clonazepam,1376,Count
9291,2021,Crockett,County,Diazepam,610,Count
9292,2021,Crockett,County,Lorazepam,1481,Count
9293,2021,Crockett,County,All Opioids for Pain,11698,Count
9294,2021,Crockett,County,Hydrocodone,5628,Count
9295,2021,Crockett,County,Oxycodone,2628,Count
9296,2021,Crockett,County,Tramadol,2538,Count
9315,2021,Cumberland,County,All Benzodiazepines,27448,Count
9316,2021,Cumberland,County,Alprazolam,11826,Count
9317,2021,Cumberland,County,Clonazepam,5292,Count
9318,2021,Cumberland,County,Diazepam,3453,Count
9319,2021,Cumberland,County,Lorazepam,4777,Count
9320,2021,Cumberland,County,All Opioids for Pain,55772,Count
9321,2021,Cumberland,County,Hydrocodone,17013,Count
9322,2021,Cumberland,County,Oxycodone,23590,Count
9323,2021,Cumberland,County,Tramadol,8404,Count
9342,2021,Davidson,County,All Benzodiazepines,198500,Count
9343,2021,Davidson,County,Alprazolam,76092,Count
9344,2021,Davidson,County,Clonazepam,47276,Count
9345,2021,Davidson,County,Diazepam,27522,Count
9346,2021,Davidson,County,Lorazepam,33389,Count
9347,2021,Davidson,County,All Opioids for Pain,330705,Count
9348,2021,Davidson,County,Hydrocodone,134617,Count
9349,2021,Davidson,County,Oxycodone,115529,Count
9350,2021,Davidson,County,Tramadol,49431,Count
9369,2021,Decatur,County,All Benzodiazepines,8589,Count
9370,2021,Decatur,County,Alprazolam,4927,Count
9371,2021,Decatur,County,Clonazepam,1604,Count
9372,2021,Decatur,County,Diazepam,751,Count
9373,2021,Decatur,County,Lorazepam,995,Count
