,Year,Geography,GeographyType,Indicator,Value,ValueType
5810,2019,Coffee,County,Drug Overdose Deaths Involving Cocaine,2.0,Count
5811,2019,Coffee,County,Drug Overdose Deaths Involving Fentanyl,6.0,Count
5812,2019,Coffee,County,Drug Overdose Deaths Involving Heroin,1.0,Count
5813,2019,Coffee,County,Drug Overdose Deaths Involving Prescription Opioids,4.0,Count
5814,2019,Coffee,County,Drug Overdose Deaths Involving All Opioids,11.0,Count
5815,2019,Coffee,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,3.0,Count
5816,2019,Coffee,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,4.0,Count
5817,2019,Coffee,County,All Drug Overdose Deaths,14.0,Count
5818,2019,Coffee,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),4.0,Count
5830,2019,Crockett,County,Drug Overdose Deaths Involving All Stimulants,3.0,Count
5831,2019,Crockett,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
5832,2019,Crockett,County,Drug Overdose Deaths Involving Cocaine,1.0,Count
5833,2019,Crockett,County,Drug Overdose Deaths Involving Fentanyl,1.0,Count
5834,2019,Crockett,County,Drug Overdose Deaths Involving Heroin,0.0,Count
5835,2019,Crockett,County,Drug Overdose Deaths Involving Prescription Opioids,1.0,Count
5836,2019,Crockett,County,Drug Overdose Deaths Involving All Opioids,1.0,Count
5837,2019,Crockett,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,1.0,Count
5838,2019,Crockett,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
5839,2019,Crockett,County,All Drug Overdose Deaths,3.0,Count
5840,2019,Crockett,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),2.0,Count
5852,2019,Cumberland,County,Drug Overdose Deaths Involving All Stimulants,8.0,Count
5853,2019,Cumberland,County,Drug Overdose Deaths Involving Benzodiazepines,2.0,Count
5854,2019,Cumberland,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
5855,2019,Cumberland,County,Drug Overdose Deaths Involving Fentanyl,1.0,Count
5856,2019,Cumberland,County,Drug Overdose Deaths Involving Heroin,0.0,Count
5857,2019,Cumberland,County,Drug Overdose Deaths Involving Prescription Opioids,6.0,Count
5858,2019,Cumberland,County,Drug Overdose Deaths Involving All Opioids,7.0,Count
5859,2019,Cumberland,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,2.0,Count
5860,2019,Cumberland,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,2.0,Count
5861,2019,Cumberland,County,All Drug Overdose Deaths,13.0,Count
5862,2019,Cumberland,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),8.0,Count
5874,2019,Davidson,County,Drug Overdose Deaths Involving All Stimulants,129.0,Count
5875,2019,Davidson,County,Drug Overdose Deaths Involving Benzodiazepines,58.0,Count
5876,2019,Davidson,County,Drug Overdose Deaths Involving Cocaine,91.0,Count
5877,2019,Davidson,County,Drug Overdose Deaths Involving Fentanyl,216.0,Count
5878,2019,Davidson,County,Drug Overdose Deaths Involving Heroin,80.0,Count
5879,2019,Davidson,County,Drug Overdose Deaths Involving Prescription Opioids,78.0,Count
5880,2019,Davidson,County,Drug Overdose Deaths Involving All Opioids,280.0,Count
5881,2019,Davidson,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,100.0,Count
5882,2019,Davidson,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,54.0,Count
5883,2019,Davidson,County,All Drug Overdose Deaths,329.0,Count
5884,2019,Davidson,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),52.0,Count
5896,2019,Decatur,County,Drug Overdose Deaths Involving All Stimulants,1.0,Count
5897,2019,Decatur,County,Drug Overdose Deaths Involving Benzodiazepines,2.0,Count
5898,2019,Decatur,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
5899,2019,Decatur,County,Drug Overdose Deaths Involving Fentanyl,0.0,Count
5900,2019,Decatur,County,Drug Overdose Deaths Involving Heroin,0.0,Count
5901,2019,Decatur,County,Drug Overdose Deaths Involving Prescription Opioids,1.0,Count
5902,2019,Decatur,County,Drug Overdose Deaths Involving All Opioids,2.0,Count
5903,2019,Decatur,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
5904,2019,Decatur,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,2.0,Count
5905,2019,Decatur,County,All Drug Overdose Deaths,3.0,Count
5906,2019,Decatur,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),1.0,Count
5918,2019,DeKalb,County,Drug Overdose Deaths Involving All Stimulants,4.0,Count
5919,2019,DeKalb,County,Drug Overdose Deaths Involving Benzodiazepines,1.0,Count
5920,2019,DeKalb,County,Drug Overdose Deaths Involving Cocaine,1.0,Count
5921,2019,DeKalb,County,Drug Overdose Deaths Involving Fentanyl,6.0,Count
5922,2019,DeKalb,County,Drug Overdose Deaths Involving Heroin,2.0,Count
5923,2019,DeKalb,County,Drug Overdose Deaths Involving Prescription Opioids,3.0,Count
5924,2019,DeKalb,County,Drug Overdose Deaths Involving All Opioids,7.0,Count
5925,2019,DeKalb,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,4.0,Count
5926,2019,DeKalb,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,1.0,Count
5927,2019,DeKalb,County,All Drug Overdose Deaths,8.0,Count
5928,2019,DeKalb,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),3.0,Count
5940,2019,Dickson,County,Drug Overdose Deaths Involving All Stimulants,12.0,Count
5941,2019,Dickson,County,Drug Overdose Deaths Involving Benzodiazepines,10.0,Count
5942,2019,Dickson,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
5943,2019,Dickson,County,Drug Overdose Deaths Involving Fentanyl,20.0,Count
5944,2019,Dickson,County,Drug Overdose Deaths Involving Heroin,6.0,Count
5945,2019,Dickson,County,Drug Overdose Deaths Involving Prescription Opioids,9.0,Count
5946,2019,Dickson,County,Drug Overdose Deaths Involving All Opioids,24.0,Count
5947,2019,Dickson,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,10.0,Count
5948,2019,Dickson,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,10.0,Count
5949,2019,Dickson,County,All Drug Overdose Deaths,27.0,Count
5950,2019,Dickson,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),12.0,Count
5962,2019,Dyer,County,Drug Overdose Deaths Involving All Stimulants,3.0,Count
5963,2019,Dyer,County,Drug Overdose Deaths Involving Benzodiazepines,4.0,Count
5964,2019,Dyer,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
5965,2019,Dyer,County,Drug Overdose Deaths Involving Fentanyl,2.0,Count
5966,2019,Dyer,County,Drug Overdose Deaths Involving Heroin,2.0,Count
5967,2019,Dyer,County,Drug Overdose Deaths Involving Prescription Opioids,1.0,Count
5968,2019,Dyer,County,Drug Overdose Deaths Involving All Opioids,4.0,Count
5969,2019,Dyer,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,3.0,Count
5970,2019,Dyer,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,1.0,Count
5971,2019,Dyer,County,All Drug Overdose Deaths,7.0,Count
5972,2019,Dyer,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),3.0,Count
6006,2019,Fayette,County,Drug Overdose Deaths Involving All Stimulants,1.0,Count
6007,2019,Fayette,County,Drug Overdose Deaths Involving Benzodiazepines,2.0,Count
6008,2019,Fayette,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
6009,2019,Fayette,County,Drug Overdose Deaths Involving Fentanyl,1.0,Count
6010,2019,Fayette,County,Drug Overdose Deaths Involving Heroin,2.0,Count
6011,2019,Fayette,County,Drug Overdose Deaths Involving Prescription Opioids,2.0,Count
6012,2019,Fayette,County,Drug Overdose Deaths Involving All Opioids,5.0,Count
6013,2019,Fayette,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
6014,2019,Fayette,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,2.0,Count
6015,2019,Fayette,County,All Drug Overdose Deaths,6.0,Count
6016,2019,Fayette,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),1.0,Count
6028,2019,Fentress,County,Drug Overdose Deaths Involving All Stimulants,2.0,Count
6029,2019,Fentress,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
6030,2019,Fentress,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
6031,2019,Fentress,County,Drug Overdose Deaths Involving Fentanyl,1.0,Count
6032,2019,Fentress,County,Drug Overdose Deaths Involving Heroin,0.0,Count
6033,2019,Fentress,County,Drug Overdose Deaths Involving Prescription Opioids,1.0,Count
6034,2019,Fentress,County,Drug Overdose Deaths Involving All Opioids,2.0,Count
6035,2019,Fentress,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
6036,2019,Fentress,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
6037,2019,Fentress,County,All Drug Overdose Deaths,7.0,Count
6038,2019,Fentress,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),2.0,Count
6050,2019,Franklin,County,Drug Overdose Deaths Involving All Stimulants,1.0,Count
6051,2019,Franklin,County,Drug Overdose Deaths Involving Benzodiazepines,4.0,Count
6052,2019,Franklin,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
6053,2019,Franklin,County,Drug Overdose Deaths Involving Fentanyl,6.0,Count
6054,2019,Franklin,County,Drug Overdose Deaths Involving Heroin,3.0,Count
6055,2019,Franklin,County,Drug Overdose Deaths Involving Prescription Opioids,1.0,Count
6056,2019,Franklin,County,Drug Overdose Deaths Involving All Opioids,9.0,Count
6057,2019,Franklin,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,1.0,Count
6058,2019,Franklin,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,4.0,Count
6059,2019,Franklin,County,All Drug Overdose Deaths,10.0,Count
6060,2019,Franklin,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),1.0,Count
6072,2019,Gibson,County,Drug Overdose Deaths Involving All Stimulants,6.0,Count
6073,2019,Gibson,County,Drug Overdose Deaths Involving Benzodiazepines,1.0,Count
6074,2019,Gibson,County,Drug Overdose Deaths Involving Cocaine,2.0,Count
6075,2019,Gibson,County,Drug Overdose Deaths Involving Fentanyl,5.0,Count
6076,2019,Gibson,County,Drug Overdose Deaths Involving Heroin,2.0,Count
6077,2019,Gibson,County,Drug Overdose Deaths Involving Prescription Opioids,1.0,Count
6078,2019,Gibson,County,Drug Overdose Deaths Involving All Opioids,7.0,Count
6079,2019,Gibson,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,3.0,Count
6080,2019,Gibson,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,1.0,Count
6081,2019,Gibson,County,All Drug Overdose Deaths,13.0,Count
6082,2019,Gibson,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),4.0,Count
6094,2019,Giles,County,Drug Overdose Deaths Involving All Stimulants,3.0,Count
6095,2019,Giles,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
6096,2019,Giles,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
6097,2019,Giles,County,Drug Overdose Deaths Involving Fentanyl,2.0,Count
6098,2019,Giles,County,Drug Overdose Deaths Involving Heroin,0.0,Count
6099,2019,Giles,County,Drug Overdose Deaths Involving Prescription Opioids,2.0,Count
6100,2019,Giles,County,Drug Overdose Deaths Involving All Opioids,4.0,Count
6101,2019,Giles,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,1.0,Count
6102,2019,Giles,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
6103,2019,Giles,County,All Drug Overdose Deaths,7.0,Count
6104,2019,Giles,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),3.0,Count
6116,2019,Grainger,County,Drug Overdose Deaths Involving All Stimulants,5.0,Count
6117,2019,Grainger,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
6118,2019,Grainger,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
6119,2019,Grainger,County,Drug Overdose Deaths Involving Fentanyl,0.0,Count
6120,2019,Grainger,County,Drug Overdose Deaths Involving Heroin,0.0,Count
6121,2019,Grainger,County,Drug Overdose Deaths Involving Prescription Opioids,2.0,Count
6122,2019,Grainger,County,Drug Overdose Deaths Involving All Opioids,3.0,Count
6123,2019,Grainger,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,2.0,Count
6124,2019,Grainger,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
6125,2019,Grainger,County,All Drug Overdose Deaths,8.0,Count
6126,2019,Grainger,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),5.0,Count
6138,2019,Greene,County,Drug Overdose Deaths Involving All Stimulants,8.0,Count
6139,2019,Greene,County,Drug Overdose Deaths Involving Benzodiazepines,7.0,Count
6140,2019,Greene,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
6141,2019,Greene,County,Drug Overdose Deaths Involving Fentanyl,2.0,Count
6142,2019,Greene,County,Drug Overdose Deaths Involving Heroin,1.0,Count
6143,2019,Greene,County,Drug Overdose Deaths Involving Prescription Opioids,5.0,Count
6144,2019,Greene,County,Drug Overdose Deaths Involving All Opioids,9.0,Count
6145,2019,Greene,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,3.0,Count
6146,2019,Greene,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,7.0,Count
6147,2019,Greene,County,All Drug Overdose Deaths,18.0,Count
6148,2019,Greene,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),8.0,Count
6160,2019,Grundy,County,Drug Overdose Deaths Involving All Stimulants,2.0,Count
6161,2019,Grundy,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
6162,2019,Grundy,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
6163,2019,Grundy,County,Drug Overdose Deaths Involving Fentanyl,0.0,Count
6164,2019,Grundy,County,Drug Overdose Deaths Involving Heroin,0.0,Count
6165,2019,Grundy,County,Drug Overdose Deaths Involving Prescription Opioids,1.0,Count
6166,2019,Grundy,County,Drug Overdose Deaths Involving All Opioids,1.0,Count
6167,2019,Grundy,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
6168,2019,Grundy,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
6169,2019,Grundy,County,All Drug Overdose Deaths,4.0,Count
6170,2019,Grundy,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),2.0,Count
6182,2019,Hamblen,County,Drug Overdose Deaths Involving All Stimulants,10.0,Count
6183,2019,Hamblen,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
6184,2019,Hamblen,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
6185,2019,Hamblen,County,Drug Overdose Deaths Involving Fentanyl,2.0,Count
6186,2019,Hamblen,County,Drug Overdose Deaths Involving Heroin,1.0,Count
6187,2019,Hamblen,County,Drug Overdose Deaths Involving Prescription Opioids,5.0,Count
6188,2019,Hamblen,County,Drug Overdose Deaths Involving All Opioids,8.0,Count
6189,2019,Hamblen,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,2.0,Count
6190,2019,Hamblen,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
6191,2019,Hamblen,County,All Drug Overdose Deaths,19.0,Count
6192,2019,Hamblen,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),10.0,Count
6204,2019,Hamilton,County,Drug Overdose Deaths Involving All Stimulants,54.0,Count
6205,2019,Hamilton,County,Drug Overdose Deaths Involving Benzodiazepines,2.0,Count
6206,2019,Hamilton,County,Drug Overdose Deaths Involving Cocaine,16.0,Count
6207,2019,Hamilton,County,Drug Overdose Deaths Involving Fentanyl,45.0,Count
6208,2019,Hamilton,County,Drug Overdose Deaths Involving Heroin,14.0,Count
6209,2019,Hamilton,County,Drug Overdose Deaths Involving Prescription Opioids,25.0,Count
6210,2019,Hamilton,County,Drug Overdose Deaths Involving All Opioids,72.0,Count
6211,2019,Hamilton,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,35.0,Count
6212,2019,Hamilton,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,2.0,Count
6213,2019,Hamilton,County,All Drug Overdose Deaths,96.0,Count
6214,2019,Hamilton,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),39.0,Count
6226,2019,Hancock,County,Drug Overdose Deaths Involving All Stimulants,0.0,Count
6227,2019,Hancock,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
6228,2019,Hancock,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
6229,2019,Hancock,County,Drug Overdose Deaths Involving Fentanyl,0.0,Count
6230,2019,Hancock,County,Drug Overdose Deaths Involving Heroin,0.0,Count
6231,2019,Hancock,County,Drug Overdose Deaths Involving Prescription Opioids,0.0,Count
6232,2019,Hancock,County,Drug Overdose Deaths Involving All Opioids,0.0,Count
6233,2019,Hancock,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
6234,2019,Hancock,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
6235,2019,Hancock,County,All Drug Overdose Deaths,0.0,Count
6236,2019,Hancock,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),0.0,Count
6248,2019,Hardeman,County,Drug Overdose Deaths Involving All Stimulants,3.0,Count
6249,2019,Hardeman,County,Drug Overdose Deaths Involving Benzodiazepines,2.0,Count
6250,2019,Hardeman,County,Drug Overdose Deaths Involving Cocaine,1.0,Count
6251,2019,Hardeman,County,Drug Overdose Deaths Involving Fentanyl,4.0,Count
6252,2019,Hardeman,County,Drug Overdose Deaths Involving Heroin,1.0,Count
6253,2019,Hardeman,County,Drug Overdose Deaths Involving Prescription Opioids,2.0,Count
6254,2019,Hardeman,County,Drug Overdose Deaths Involving All Opioids,4.0,Count
6255,2019,Hardeman,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,3.0,Count
6256,2019,Hardeman,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,2.0,Count
6257,2019,Hardeman,County,All Drug Overdose Deaths,4.0,Count
6258,2019,Hardeman,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),2.0,Count
6270,2019,Hardin,County,Drug Overdose Deaths Involving All Stimulants,5.0,Count
6271,2019,Hardin,County,Drug Overdose Deaths Involving Benzodiazepines,1.0,Count
6272,2019,Hardin,County,Drug Overdose Deaths Involving Cocaine,1.0,Count
6273,2019,Hardin,County,Drug Overdose Deaths Involving Fentanyl,0.0,Count
6274,2019,Hardin,County,Drug Overdose Deaths Involving Heroin,1.0,Count
6275,2019,Hardin,County,Drug Overdose Deaths Involving Prescription Opioids,0.0,Count
6276,2019,Hardin,County,Drug Overdose Deaths Involving All Opioids,1.0,Count
6277,2019,Hardin,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,1.0,Count
6278,2019,Hardin,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
6279,2019,Hardin,County,All Drug Overdose Deaths,7.0,Count
6280,2019,Hardin,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),4.0,Count
6292,2019,Hawkins,County,Drug Overdose Deaths Involving All Stimulants,6.0,Count
6293,2019,Hawkins,County,Drug Overdose Deaths Involving Benzodiazepines,5.0,Count
6294,2019,Hawkins,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
6295,2019,Hawkins,County,Drug Overdose Deaths Involving Fentanyl,1.0,Count
6296,2019,Hawkins,County,Drug Overdose Deaths Involving Heroin,0.0,Count
6297,2019,Hawkins,County,Drug Overdose Deaths Involving Prescription Opioids,6.0,Count
6298,2019,Hawkins,County,Drug Overdose Deaths Involving All Opioids,8.0,Count
6299,2019,Hawkins,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,2.0,Count
6300,2019,Hawkins,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,5.0,Count
6301,2019,Hawkins,County,All Drug Overdose Deaths,12.0,Count
6302,2019,Hawkins,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),6.0,Count
6314,2019,Haywood,County,Drug Overdose Deaths Involving All Stimulants,1.0,Count
6315,2019,Haywood,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
6316,2019,Haywood,County,Drug Overdose Deaths Involving Cocaine,1.0,Count
6317,2019,Haywood,County,Drug Overdose Deaths Involving Fentanyl,0.0,Count
6318,2019,Haywood,County,Drug Overdose Deaths Involving Heroin,0.0,Count
6319,2019,Haywood,County,Drug Overdose Deaths Involving Prescription Opioids,0.0,Count
6320,2019,Haywood,County,Drug Overdose Deaths Involving All Opioids,0.0,Count
6321,2019,Haywood,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
6322,2019,Haywood,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
6323,2019,Haywood,County,All Drug Overdose Deaths,1.0,Count
6324,2019,Haywood,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),0.0,Count
6336,2019,Henderson,County,Drug Overdose Deaths Involving All Stimulants,2.0,Count
6337,2019,Henderson,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
6338,2019,Henderson,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
6339,2019,Henderson,County,Drug Overdose Deaths Involving Fentanyl,0.0,Count
6340,2019,Henderson,County,Drug Overdose Deaths Involving Heroin,0.0,Count
6341,2019,Henderson,County,Drug Overdose Deaths Involving Prescription Opioids,0.0,Count
6342,2019,Henderson,County,Drug Overdose Deaths Involving All Opioids,1.0,Count
6343,2019,Henderson,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
6344,2019,Henderson,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
6345,2019,Henderson,County,All Drug Overdose Deaths,5.0,Count
6346,2019,Henderson,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),2.0,Count
6358,2019,Henry,County,Drug Overdose Deaths Involving All Stimulants,4.0,Count
6359,2019,Henry,County,Drug Overdose Deaths Involving Benzodiazepines,4.0,Count
6360,2019,Henry,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
6361,2019,Henry,County,Drug Overdose Deaths Involving Fentanyl,2.0,Count
6362,2019,Henry,County,Drug Overdose Deaths Involving Heroin,2.0,Count
6363,2019,Henry,County,Drug Overdose Deaths Involving Prescription Opioids,2.0,Count
6364,2019,Henry,County,Drug Overdose Deaths Involving All Opioids,5.0,Count
6365,2019,Henry,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,3.0,Count
6366,2019,Henry,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,4.0,Count
6367,2019,Henry,County,All Drug Overdose Deaths,13.0,Count
6368,2019,Henry,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),4.0,Count
6380,2019,Hickman,County,Drug Overdose Deaths Involving All Stimulants,4.0,Count
6381,2019,Hickman,County,Drug Overdose Deaths Involving Benzodiazepines,3.0,Count
6382,2019,Hickman,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
6383,2019,Hickman,County,Drug Overdose Deaths Involving Fentanyl,4.0,Count
6384,2019,Hickman,County,Drug Overdose Deaths Involving Heroin,2.0,Count
6385,2019,Hickman,County,Drug Overdose Deaths Involving Prescription Opioids,3.0,Count
6386,2019,Hickman,County,Drug Overdose Deaths Involving All Opioids,7.0,Count
6387,2019,Hickman,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,2.0,Count
6388,2019,Hickman,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,3.0,Count
6389,2019,Hickman,County,All Drug Overdose Deaths,12.0,Count
6390,2019,Hickman,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),4.0,Count
6402,2019,Houston,County,Drug Overdose Deaths Involving All Stimulants,1.0,Count
6403,2019,Houston,County,Drug Overdose Deaths Involving Benzodiazepines,1.0,Count
6404,2019,Houston,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
6405,2019,Houston,County,Drug Overdose Deaths Involving Fentanyl,1.0,Count
6406,2019,Houston,County,Drug Overdose Deaths Involving Heroin,0.0,Count
6407,2019,Houston,County,Drug Overdose Deaths Involving Prescription Opioids,0.0,Count
6408,2019,Houston,County,Drug Overdose Deaths Involving All Opioids,1.0,Count
6409,2019,Houston,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,1.0,Count
6410,2019,Houston,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,1.0,Count
6411,2019,Houston,County,All Drug Overdose Deaths,2.0,Count
6412,2019,Houston,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),1.0,Count
6424,2019,Humphreys,County,Drug Overdose Deaths Involving All Stimulants,3.0,Count
6425,2019,Humphreys,County,Drug Overdose Deaths Involving Benzodiazepines,2.0,Count
6426,2019,Humphreys,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
6427,2019,Humphreys,County,Drug Overdose Deaths Involving Fentanyl,3.0,Count
6428,2019,Humphreys,County,Drug Overdose Deaths Involving Heroin,1.0,Count
6429,2019,Humphreys,County,Drug Overdose Deaths Involving Prescription Opioids,0.0,Count
6430,2019,Humphreys,County,Drug Overdose Deaths Involving All Opioids,3.0,Count
6431,2019,Humphreys,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,2.0,Count
6432,2019,Humphreys,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,2.0,Count
6433,2019,Humphreys,County,All Drug Overdose Deaths,6.0,Count
6434,2019,Humphreys,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),3.0,Count
6446,2019,Jackson,County,Drug Overdose Deaths Involving All Stimulants,2.0,Count
6447,2019,Jackson,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
6448,2019,Jackson,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
6449,2019,Jackson,County,Drug Overdose Deaths Involving Fentanyl,1.0,Count
6450,2019,Jackson,County,Drug Overdose Deaths Involving Heroin,1.0,Count
6451,2019,Jackson,County,Drug Overdose Deaths Involving Prescription Opioids,2.0,Count
6452,2019,Jackson,County,Drug Overdose Deaths Involving All Opioids,3.0,Count
6453,2019,Jackson,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,1.0,Count
6454,2019,Jackson,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
6455,2019,Jackson,County,All Drug Overdose Deaths,4.0,Count
6456,2019,Jackson,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),2.0,Count
6490,2019,Jefferson,County,Drug Overdose Deaths Involving All Stimulants,7.0,Count
6491,2019,Jefferson,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
6492,2019,Jefferson,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
6493,2019,Jefferson,County,Drug Overdose Deaths Involving Fentanyl,3.0,Count
6494,2019,Jefferson,County,Drug Overdose Deaths Involving Heroin,2.0,Count
